race_ethnicity,age_released,crime_class,crime_type,crime_subtype,release_type,super_dist,recidivist,target_pop,sex
Black - Non-Hispanic,20,Aggravated Misdemeanor,Property,Theft,Parole Granted,1JD,No,Yes,Female
White - Non-Hispanic,40,D Felony,Other,Other Criminal,Discharged - Expiration of Sentence,missing,No,No,Male
American Indian or Alaska Native - Non-Hispanic,30,D Felony,Drug,Drug Possession,Parole Granted,6JD,Yes,Yes,Male
White - Non-Hispanic,30,Aggravated Misdemeanor,Drug,Drug Possession,Discharged - Expiration of Sentence,1JD,No,Yes,Male
Black - Non-Hispanic,50,D Felony,Public Order,Other Public Order,Discharged - Expiration of Sentence,missing,No,Yes,Male
White - Non-Hispanic,20,D Felony,Property,Burglary,Parole Granted,3JD,No,Yes,Male
Black - Non-Hispanic,20,D Felony,Drug,Trafficking,Parole Granted,2JD,Yes,Yes,Male
White - Hispanic,20,D Felony,Property,Burglary,Discharged - Expiration of Sentence,6JD,No,Yes,Male
White - Non-Hispanic,40,D Felony,Violent,Assault,Parole Granted,2JD,No,Yes,Male
White - Non-Hispanic,30,C Felony,Drug,Trafficking,Discharged - Expiration of Sentence,5JD,Yes,No,Female
White - Non-Hispanic,60,C Felony,Drug,Trafficking,Parole Granted,8JD,No,No,Male
White - Non-Hispanic,30,B Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male
Black - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole Granted,7JD,Yes,No,Male
Black - Non-Hispanic,20,C Felony,Property,Burglary,Parole Granted,5JD,Yes,Yes,Male
White - Non-Hispanic,30,D Felony,Property,Theft,Parole Granted,2JD,No,No,Female
Black - Non-Hispanic,20,D Felony,Property,Burglary,Discharged - Expiration of Sentence,missing,No,Yes,Male
White - Hispanic,20,D Felony,Violent,Assault,Discharged - Expiration of Sentence,missing,No,Yes,Male
White - Non-Hispanic,40,C Felony,Drug,Trafficking,Discharged - Expiration of Sentence,5JD,No,No,Female
White - Non-Hispanic,60,D Felony,Property,Forgery/Fraud,Parole Granted,8JD,No,Yes,Male
White - Non-Hispanic,30,Aggravated Misdemeanor,Property,Forgery/Fraud,Parole Granted,1JD,No,Yes,Female
White - Non-Hispanic,20,D Felony,Property,Theft,Parole Granted,1JD,No,Yes,Male
White - Non-Hispanic,40,C Felony,Drug,Trafficking,Parole Granted,5JD,No,No,Female
Black - Non-Hispanic,20,C Felony,Property,Theft,Parole Granted,7JD,Yes,Yes,Female
White - Non-Hispanic,30,Aggravated Misdemeanor,Property,Forgery/Fraud,Discharged - Expiration of Sentence,5JD,Yes,Yes,Male
White - Non-Hispanic,30,D Felony,Drug,Trafficking,Parole Granted,missing,No,No,Male
White - Non-Hispanic,30,D Felony,Violent,Assault,Parole Granted,7JD,No,Yes,Male
White - Hispanic,40,D Felony,Drug,Drug Possession,Parole Granted,3JD,Yes,No,Female
Black - Non-Hispanic,30,C Felony,Violent,Robbery,Parole Granted,1JD,No,Yes,Male
Black - Non-Hispanic,30,Aggravated Misdemeanor,Property,Theft,Parole Granted,1JD,Yes,Yes,Male
White - Non-Hispanic,20,C Felony,Property,Theft,Parole Granted,2JD,No,Yes,Male
Black - Non-Hispanic,30,D Felony,Property,Theft,Parole Granted,5JD,No,Yes,Female
White - Non-Hispanic,40,D Felony,Public Order,OWI,Parole Granted,1JD,Yes,Yes,Female
White - Non-Hispanic,40,D Felony,Property,Theft,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,30,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male
Black - Non-Hispanic,20,C Felony,Other,Other Violent,Parole Granted,5JD,No,Yes,Female
Black - Non-Hispanic,20,D Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male
White - Hispanic,60,Special Sentence 2005,Violent,Sex,Released to Special Sentence,missing,No,No,Male
Black - Non-Hispanic,20,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,7JD,Yes,Yes,Male
White - Non-Hispanic,30,D Felony,Property,Burglary,Parole Granted,2JD,Yes,Yes,Male
White - Hispanic,30,D Felony,Public Order,OWI,Parole Granted,6JD,No,Yes,Male
White - Non-Hispanic,30,D Felony,Drug,Drug Possession,Paroled w/Immediate Discharge,6JD,No,Yes,Male
White - Non-Hispanic,30,B Felony,Other,Other Criminal,Paroled to Detainer - U.S. Marshall,missing,No,No,Male
White - Non-Hispanic,30,C Felony,Drug,Trafficking,Paroled to Detainer - Iowa,5JD,Yes,No,Female
Black - Non-Hispanic,20,C Felony,Drug,Trafficking,Paroled to Detainer - U.S. Marshall,missing,No,Yes,Male
White - Non-Hispanic,20,D Felony,Property,Forgery/Fraud,Parole Granted,missing,No,Yes,Female
White - Non-Hispanic,50,D Felony,Violent,Assault,Parole Granted,2JD,No,Yes,Male
White - Non-Hispanic,30,C Felony,Drug,Trafficking,Discharged - Expiration of Sentence,7JD,No,Yes,Male
Black - Non-Hispanic,30,Aggravated Misdemeanor,Public Order,Alcohol,Discharged - Expiration of Sentence,1JD,Yes,Yes,Male
White - Non-Hispanic,30,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,3JD,No,Yes,Male
American Indian or Alaska Native - Hispanic,20,Aggravated Misdemeanor,Violent,Assault,Parole Granted,2JD,No,Yes,Male
Black - Non-Hispanic,30,C Felony,Violent,Assault,Parole Granted,1JD,No,Yes,Male
White - Non-Hispanic,50,C Felony,Drug,Trafficking,Parole Granted,4JD,No,Yes,Male
Black - Non-Hispanic,60,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,5JD,Yes,No,Male
White - Non-Hispanic,20,D Felony,Property,Vandalism,Parole Granted,7JD,No,No,Male
White - Non-Hispanic,30,D Felony,Public Order,Other Public Order,Discharged - Expiration of Sentence,missing,No,No,Male
Black - Non-Hispanic,50,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,missing,No,Yes,Male
White - Hispanic,30,D Felony,Public Order,Traffic,Parole Granted,missing,No,No,Male
White - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male
Black - Non-Hispanic,40,Aggravated Misdemeanor,Property,Burglary,Discharged - Expiration of Sentence,missing,Yes,Yes,Male
White - Non-Hispanic,20,D Felony,Property,Burglary,Parole Granted,1JD,Yes,Yes,Female
White - Non-Hispanic,30,D Felony,Violent,Assault,Parole Granted,2JD,No,Yes,Female
White - Non-Hispanic,30,D Felony,Property,Forgery/Fraud,Parole Granted,5JD,Yes,Yes,Female
White - Non-Hispanic,50,D Felony,Drug,Trafficking,Parole Granted,8JD,No,No,Male
White - Non-Hispanic,30,C Felony,Property,Arson,Parole Granted,6JD,No,No,Male
White - Non-Hispanic,30,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male
Black - Non-Hispanic,30,C Felony,Drug,Trafficking,Discharged - Expiration of Sentence,missing,No,Yes,Male
White - Non-Hispanic,20,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,missing,No,Yes,Male
White - Non-Hispanic,20,D Felony,Property,Theft,Parole Granted,8JD,No,Yes,Male
White - Hispanic,60,C Felony,Drug,Trafficking,Parole Granted,2JD,Yes,No,Male
White - Hispanic,30,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,missing,No,Yes,Male
White - Non-Hispanic,20,D Felony,Violent,Assault,Paroled w/Immediate Discharge,missing,No,Yes,Male
White - Non-Hispanic,30,C Felony,Violent,Assault,Parole Granted,8JD,No,Yes,Male
White - Non-Hispanic,50,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,missing,No,Yes,Male
White - Non-Hispanic,20,D Felony,Property,Burglary,Discharged - Expiration of Sentence,missing,Yes,Yes,Male
White - Non-Hispanic,20,D Felony,Drug,Trafficking,Paroled w/Immediate Discharge,8JD,Yes,No,Male
White - Non-Hispanic,20,Aggravated Misdemeanor,Property,Vandalism,Discharged - Expiration of Sentence,4JD,No,Yes,Male
White - Non-Hispanic,40,D Felony,Violent,Assault,Parole Granted,2JD,No,Yes,Male
White - Hispanic,50,C Felony,Drug,Trafficking,Paroled to Detainer - INS,missing,No,No,Female
White - Non-Hispanic,30,D Felony,Property,Theft,Parole Granted,3JD,No,Yes,Male
White - Non-Hispanic,30,C Felony,Property,Theft,Parole Granted,2JD,Yes,Yes,Male
White - Non-Hispanic,40,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,missing,No,Yes,Female
Black - Non-Hispanic,30,C Felony,Drug,Trafficking,Paroled w/Immediate Discharge,missing,No,No,Female
White - Non-Hispanic,20,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,5JD,Yes,Yes,Male
White - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole Granted,1JD,No,Yes,Female
Black - Non-Hispanic,40,C Felony,Property,Burglary,Parole Granted,6JD,No,Yes,Male
White - Hispanic,50,C Felony,Property,Burglary,Parole Granted,missing,No,No,Male
White - Non-Hispanic,20,D Felony,Property,Burglary,Discharged - Expiration of Sentence,5JD,No,Yes,Male
White - Non-Hispanic,20,D Felony,Violent,Assault,Discharged - Expiration of Sentence,missing,No,Yes,Male
White - Non-Hispanic,20,Aggravated Misdemeanor,Property,Vandalism,Discharged - Expiration of Sentence,5JD,Yes,Yes,Male
Black - Non-Hispanic,30,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,2JD,Yes,Yes,Male
Black - Non-Hispanic,30,Felony - Enhancement to Original Penalty,Other,Other Criminal,Discharged - Expiration of Sentence,missing,No,No,Male
Black - Non-Hispanic,20,C Felony,Property,Theft,Parole Granted,missing,No,Yes,Male
Black - Non-Hispanic,30,C Felony,Property,Theft,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,40,Aggravated Misdemeanor,Violent,Assault,Parole Granted,5JD,No,Yes,Male
White - Non-Hispanic,20,D Felony,Property,Theft,Discharged - Expiration of Sentence,8JD,No,Yes,Male
White - Non-Hispanic,30,D Felony,Drug,Drug Possession,Parole Granted,1JD,No,No,Male
White - Non-Hispanic,50,D Felony,Drug,Other Drug,Parole Granted,3JD,No,No,Male
Black - Non-Hispanic,30,D Felony,Property,Burglary,Discharged - Expiration of Sentence,8JD,No,Yes,Male
White - Non-Hispanic,20,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,missing,No,No,Male
White - Hispanic,30,D Felony,Public Order,OWI,Parole Granted,5JD,No,Yes,Male
White - Non-Hispanic,40,C Felony,Property,Theft,Parole Granted,missing,No,No,Female
Black - Non-Hispanic,30,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,1JD,No,Yes,Female
Black - Non-Hispanic,40,C Felony,Violent,Sex,Released to Special Sentence,7JD,Yes,No,Male
White - Non-Hispanic,40,C Felony,Drug,Trafficking,Parole Granted,8JD,No,No,Male
Black - Non-Hispanic,30,C Felony,Violent,Assault,Parole Granted,missing,No,Yes,Male
White - Non-Hispanic,40,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,5JD,No,Yes,Male
White - Non-Hispanic,30,C Felony,Public Order,Weapons,Paroled to Detainer - Out of State,1JD,Yes,Yes,Male
White - Non-Hispanic,30,Special Sentence 2005,Violent,Sex,Released to Special Sentence,6JD,No,No,Male
White - Non-Hispanic,30,Aggravated Misdemeanor,Violent,Other Violent,Discharged - Expiration of Sentence,3JD,No,Yes,Male
White - Non-Hispanic,20,D Felony,Property,Burglary,Discharged - Expiration of Sentence,missing,No,Yes,Male
White - Non-Hispanic,40,B Felony,Drug,Trafficking,Parole Granted,missing,No,No,Male
Black - Non-Hispanic,30,D Felony,Drug,Trafficking,Parole Granted,5JD,No,No,Male
White - Non-Hispanic,30,Aggravated Misdemeanor,Public Order,OWI,Paroled w/Immediate Discharge,missing,No,No,Male
American Indian or Alaska Native - Non-Hispanic,30,C Felony,Violent,Sex,Released to Special Sentence,3JD,Yes,No,Male
Black - Non-Hispanic,30,D Felony,Violent,Assault,Parole Granted,7JD,No,Yes,Male
Black - Non-Hispanic,30,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,7JD,No,Yes,Male
White - Non-Hispanic,30,D Felony,Drug,Trafficking,Parole Granted,1JD,No,Yes,Female
American Indian or Alaska Native - Non-Hispanic,30,D Felony,Property,Theft,Parole Granted,3JD,No,No,Female
White - Non-Hispanic,30,D Felony,Drug,Drug Possession,Parole Granted,1JD,Yes,Yes,Male
Black - Non-Hispanic,40,D Felony,Violent,Assault,Parole Granted,5JD,No,Yes,Male
Black - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole Granted,3JD,No,Yes,Male
Black - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole Granted,1JD,No,No,Male
Black - Non-Hispanic,20,D Felony,Violent,Assault,Parole Granted,1JD,Yes,Yes,Male
Black - Non-Hispanic,20,C Felony,Property,Burglary,Parole Granted,missing,No,Yes,Male
White - Non-Hispanic,30,C Felony,Violent,Other Violent,Parole Granted,5JD,Yes,Yes,Female
White - Hispanic,40,D Felony,Property,Theft,Discharged - Expiration of Sentence,2JD,No,Yes,Male
White - Non-Hispanic,30,D Felony,Violent,Assault,Parole Granted,6JD,No,Yes,Male
White - Non-Hispanic,20,D Felony,Property,Burglary,Parole Granted,5JD,Yes,Yes,Male
White - Non-Hispanic,30,B Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male
White - Non-Hispanic,20,D Felony,Public Order,Weapons,Parole Granted,7JD,No,Yes,Male
White - Non-Hispanic,30,C Felony,Property,Burglary,Parole Granted,5JD,Yes,Yes,Male
White - Non-Hispanic,30,D Felony,Drug,Trafficking,Parole Granted,4JD,No,No,Male
White - Non-Hispanic,40,C Felony,Violent,Assault,Parole Granted,missing,No,Yes,Female
White - Non-Hispanic,60,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,5JD,No,No,Male
White - Non-Hispanic,30,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,8JD,Yes,Yes,Male
White - Non-Hispanic,30,D Felony,Public Order,OWI,Parole Granted,5JD,No,No,Male
White - Non-Hispanic,30,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,1JD,Yes,Yes,Male
White - Non-Hispanic,30,D Felony,Property,Theft,Parole Granted,1JD,No,Yes,Male
White - Non-Hispanic,40,C Felony,Violent,Sex,Released to Special Sentence,2JD,No,No,Female
White - Non-Hispanic,30,D Felony,Property,Burglary,Discharged - Expiration of Sentence,missing,No,Yes,Male
Black - Non-Hispanic,30,C Felony,Property,Burglary,Released to Special Sentence,6JD,No,Yes,Male
Black - Non-Hispanic,30,D Felony,Drug,Trafficking,Parole Granted,1JD,No,No,Male
Black - Non-Hispanic,30,C Felony,Property,Theft,Parole Granted,missing,Yes,No,Male
White - Non-Hispanic,30,D Felony,Property,Theft,Parole Granted,missing,No,Yes,Male
White - Non-Hispanic,40,D Felony,Property,Theft,Paroled to Detainer - Iowa,5JD,Yes,No,Male
White - Non-Hispanic,40,D Felony,Drug,Drug Possession,Parole Granted,8JD,No,Yes,Female
Black - Non-Hispanic,20,D Felony,Property,Burglary,Parole Granted,8JD,No,Yes,Male
White - Non-Hispanic,30,D Felony,Property,Burglary,Parole Granted,5JD,Yes,Yes,Male
Black - Non-Hispanic,40,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,missing,No,Yes,Male
White - Hispanic,20,C Felony,Violent,Other Violent,Parole Granted,1JD,Yes,Yes,Male
White - Non-Hispanic,20,C Felony,Violent,Sex,Released to Special Sentence,2JD,Yes,Yes,Male
Black - Non-Hispanic,30,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,2JD,Yes,Yes,Male
White - Non-Hispanic,30,D Felony,Violent,Assault,Discharged - Expiration of Sentence,missing,No,Yes,Male
White - Non-Hispanic,30,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,3JD,Yes,Yes,Male
White - Hispanic,40,Aggravated Misdemeanor,Violent,Assault,Paroled w/Immediate Discharge,missing,No,Yes,Female
White - Non-Hispanic,20,D Felony,Property,Burglary,Parole Granted,3JD,Yes,Yes,Male
White - Non-Hispanic,30,Felony - Enhancement to Original Penalty,Other,Other Criminal,Discharged - Expiration of Sentence,3JD,No,No,Male
White - Non-Hispanic,30,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,missing,Yes,Yes,Male
Black - Non-Hispanic,40,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,missing,No,No,Male
White - Non-Hispanic,30,D Felony,Drug,Trafficking,Parole Granted,3JD,No,Yes,Male
White - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male
White - Non-Hispanic,20,C Felony,Property,Arson,Parole Granted,2JD,No,Yes,Male
White - Hispanic,20,B Felony,Drug,Trafficking,Parole Granted,2JD,Yes,Yes,Male
White - Hispanic,20,D Felony,Violent,Other Violent,Parole Granted,2JD,No,Yes,Male
White - Non-Hispanic,20,C Felony,Property,Burglary,Parole Granted,4JD,No,Yes,Male
Black - Non-Hispanic,20,D Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male
Black - Non-Hispanic,30,Aggravated Misdemeanor,Property,Forgery/Fraud,Discharged - Expiration of Sentence,5JD,Yes,Yes,Male
White - Non-Hispanic,50,D Felony,Violent,Assault,Parole Granted,missing,No,Yes,Male
Black - Non-Hispanic,20,D Felony,Violent,Assault,Discharged - Expiration of Sentence,missing,No,Yes,Male
White - Hispanic,20,D Felony,Property,Burglary,Parole Granted,3JD,No,Yes,Male
White - Non-Hispanic,20,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,2JD,Yes,Yes,Male
White - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole Granted,2JD,Yes,No,Female
White - Non-Hispanic,30,D Felony,Violent,Assault,Parole Granted,8JD,Yes,Yes,Male
White - Hispanic,30,D Felony,Violent,Assault,Discharged - Expiration of Sentence,4JD,Yes,No,Male
White - Non-Hispanic,40,C Felony,Drug,Trafficking,Parole Granted,8JD,No,Yes,Male
White - Non-Hispanic,20,C Felony,Violent,Sex,Parole Granted,5JD,No,No,Male
White - Non-Hispanic,60,C Felony,Drug,Trafficking,Parole Granted,missing,No,No,Female
White - Hispanic,50,B Felony,Violent,Sex,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,40,C Felony,Drug,Trafficking,Parole Granted,1JD,Yes,No,Female
White - Non-Hispanic,30,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,5JD,Yes,No,Male
White - Non-Hispanic,30,D Felony,Property,Burglary,Discharged - Expiration of Sentence,missing,No,Yes,Male
White - Non-Hispanic,30,Aggravated Misdemeanor,Property,Theft,Parole Granted,2JD,Yes,Yes,Female
White - Non-Hispanic,40,C Felony,Property,Burglary,Parole Granted,2JD,No,Yes,Male
White - Non-Hispanic,20,C Felony,Drug,Trafficking,Parole Granted,8JD,Yes,No,Male
Black - Non-Hispanic,30,B Felony,Other,Other Criminal,Parole Granted,1JD,Yes,No,Male
White - Non-Hispanic,40,C Felony,Drug,Trafficking,Parole Granted,8JD,No,No,Female
Black - Non-Hispanic,30,C Felony,Property,Burglary,Parole Granted,6JD,No,Yes,Male
Black - Non-Hispanic,30,C Felony,Property,Burglary,Parole Granted,1JD,No,Yes,Female
White - Non-Hispanic,20,D Felony,Property,Theft,Paroled w/Immediate Discharge,missing,No,No,Male
White - Non-Hispanic,30,D Felony,Drug,Trafficking,Parole Granted,4JD,No,Yes,Female
White - Non-Hispanic,30,D Felony,Property,Forgery/Fraud,Parole Granted,8JD,No,Yes,Female
White - Non-Hispanic,20,B Felony,Violent,Other Violent,Parole Granted,2JD,No,Yes,Male
White - Non-Hispanic,20,D Felony,Drug,Trafficking,Parole Granted,missing,No,No,Male
Black - Non-Hispanic,40,D Felony,Property,Theft,Parole Granted,5JD,No,Yes,Female
Black - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole Granted,7JD,No,Yes,Male
White - Non-Hispanic,30,C Felony,Violent,Sex,Released to Special Sentence,1JD,Yes,No,Male
White - Non-Hispanic,50,Aggravated Misdemeanor,Public Order,Alcohol,Discharged - Expiration of Sentence,5JD,Yes,Yes,Male
White - Hispanic,20,C Felony,Property,Theft,Parole Granted,7JD,No,Yes,Male
White - Non-Hispanic,50,B Felony,Other,Other Criminal,Parole Granted,missing,No,No,Male
Black - Non-Hispanic,60,D Felony,Violent,Assault,Parole Granted,5JD,No,Yes,Female
White - Non-Hispanic,40,C Felony,Violent,Sex,Parole Granted,4JD,No,No,Male
White - Non-Hispanic,20,D Felony,Violent,Assault,Parole Granted,5JD,No,Yes,Male
White - Non-Hispanic,40,D Felony,Property,Theft,Parole Granted,7JD,Yes,No,Female
White - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole Granted,7JD,Yes,Yes,Male
White - Non-Hispanic,40,D Felony,Public Order,OWI,Paroled w/Immediate Discharge,missing,Yes,Yes,Female
Black - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole Granted,1JD,No,Yes,Male
White - Non-Hispanic,30,Aggravated Misdemeanor,Public Order,Alcohol,Paroled w/Immediate Discharge,missing,No,No,Male
White - Hispanic,20,D Felony,Drug,Drug Possession,Parole Granted,5JD,No,Yes,Male
Black - Non-Hispanic,30,C Felony,Property,Burglary,Parole Granted,1JD,No,Yes,Male
White - Non-Hispanic,40,D Felony,Property,Burglary,Discharged - Expiration of Sentence,6JD,No,Yes,Male
White - Non-Hispanic,30,D Felony,Drug,Trafficking,Paroled w/Immediate Discharge,missing,No,No,Male
